login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
dani-carbonell;Valencia;4;116;5;4;0
eruiz;Valencia;18;114;0;4;0
mcarropellicer;Valencia;0;109;0;5;0
jupegarnica;valencia;8;108;8;3;0
davidt22;Valencia;2;107;0;6;0
josacar;Valencia;18;107;15;3;0
areikusu;Valencia;12;103;0;7;0
dapregi;Valencia (Spain);1;100;0;5;2
pjorquera;Valencia;3;93;0;3;0
LNSD;Valencia, Spain;5;91;8;9;0
Bloodsucker;Valencia, Spain;7;91;3;4;0
heliosdrm;Valencia, Spain;0;90;6;5;0
EdgarGomez;Valencia - Spain;0;89;0;8;0
joherma1;Valencia;0;89;2;6;0
mapreal19;Valencia, Spain;17;89;7;2;0
wllop;Valencia;1;88;13;6;0
joseribes;Valencia;3;87;0;3;0
simonvlc;Valencia;2;85;0;21;0
Vigmore;Valencia;4;85;0;5;0
benmomo;Valencia, Spain;0;85;0;4;0
jorge-barroso;Gandia, Valencia, Spain;0;83;5;4;0
QuiqueGilB;Sueca - Valencia;4;80;1;4;0
carvilsi;Puerto de Sagunto, Valencia, Spain;8;80;3;4;0
carlosperello;Valencia;8;79;5;3;0
Josepdd;Valencia, Spain;3;78;2;6;0
vicnala;Valencia;11;77;6;8;0
soyrochus;Valencia, Spain;3;76;7;6;0
007lva;Valencia;16;76;4;5;0
