user;province;contributions;stars;followers
patrick-hertling; Tenerife;10;0;0
Rafitamolin; Sevilla;10;0;0
alexsimo; Madrid;10;0;6
AitorAlejandro; Bilbao;10;0;0
BadChoice; Barcelona;10;6;4
l3xthanzero; Córdoba;10;2;0
clubjunior; Asturias;10;0;0
i5513; Sevilla;10;3;0
kruske; Sevilla;10;0;0
angelazarquiel; Toledo;10;0;11
lomedil; Cantabria;10;0;0
rlmesones; Lleida;10;0;0
yaiza-bailen; Málaga;10;3;2
jbaquerot; Madrid;10;4;3
irraz; Barcelona;10;1;1
ElenaMerelo; Granada;10;1;1
neurodigitaltechnologies; Almería;10;0;0
unicott; Barcelona;10;0;6
mmarquez; Córdoba;10;7;0
dhAlcojor; Madrid;10;0;1
juansegonzalez; Baleares;10;1;0
javiernuber; Cáceres;10;2;1
trico; Barcelona;10;7;4
ubic; Asturias;10;1;1
alejandroperezlopez; Coruña;10;0;0
aitorfreire; Pontevedra;10;0;0
rafabernad; Zaragoza;10;35;4
xaviermartinezf; Barcelona;10;1;6
artprojectgroup; Málaga;10;0;0
jlopezcur; Madrid;10;1;1
PeRDy; Málaga;10;0;2
3nr1c; Barcelona;10;15;3
yugolemom; Las Palmas;10;0;0
juliogonzalez; Madrid;10;11;1
fermitanio; Granada;10;0;0
mmacia; Madrid;10;40;36
didelco; Madrid;10;0;1
egamonal; Barcelona;10;1;9
fernandogmar; Sevilla;10;111;4
JordiVirgili; Lleida;10;2;3
jpieres; Barcelona;10;0;1
davidportilla; Madrid;10;0;9
fjfnaranjo; Granada;10;0;1
JaimeHormiga; Málaga;10;0;1
jcampana; Gerona;10;0;0
davitol; Valladolid;10;0;0
marcperez; Barcelona;10;8;4
aleixrvr; Barcelona;10;0;3
SebasMir; Baleares;10;0;0
jgongo; Barcelona;10;0;3
macram; Cáceres;10;0;2
sdurban; Barcelona;10;0;1
jacksonwbrito; Madrid;10;0;1
gloob; Sevilla;9;44;34
tonidero; Madrid;9;0;7
forlayo; Murcia;9;2;2
franmosteiro; Bilbao;9;1;4
MiguelPF; Barcelona;9;4;1
barbanero; Barcelona;9;0;5
davidmartingonzalez; Las Palmas;9;0;0
Pablofb; Madrid;9;0;2
melero90; Granada;9;0;2
kikebodi; Valencia;9;0;2
VictorBonasa; Zaragoza;9;0;5
ArnauAregall; Barcelona;9;0;8
adriansalceanu; Barcelona;9;8;3
Batousay; Valencia;9;1;1
svicente1993; Sevilla;9;0;8
mberasategi; Donostia;9;2;0
marotpam; Barcelona;9;0;2
nipponbyte; Valencia;9;0;5
mnogue; Barcelona;9;0;1
ST2Labs; Córdoba;9;1;0
fjordansilva; Valladolid;9;2;0
jcorrius; Barcelona;9;3;2
mgsolipa; Madrid;9;4;2
frandevel; Valencia;9;0;1
tesorieror; Albacete;9;0;0
soloelectronicos; Almería;9;0;0
carlosccb; Córdoba;9;0;0
audiolab; Donostia;9;3;1
MiguelMonterrey; Tenerife;9;2;0
luisbelloch; Valencia;9;0;4
javierlobra; Barcelona;9;0;5
dacacioa; Barcelona;9;0;8
parecementeria; Las Palmas;9;0;1
JMPergar; Barcelona;9;5;32
yebenes; Madrid;9;0;5
joseripla; Valencia;9;0;1
SergioTrujillo; Las Palmas;9;0;0
damiles; Valencia;9;77;30
juanitopons; Valencia;9;3;5
daniporras; Salamanca;9;0;0
casabona; Barcelona;9;48;21
menudoproblema; Jaén;9;70;10
manuparra; Granada;9;0;0
fvena; Málaga;9;2;3
carlosre; Salamanca;9;0;0
vaguilera; Barcelona;9;6;1
jazumaquero; Málaga;9;0;0
nickgerig; Valencia;9;0;5
crico; Alicante;9;0;4
kamuisaeba; Granada;9;1;4
alximw; Madrid;9;5;5
anpefi; Pontevedra;9;0;0
tatygrassini; Barcelona;9;43;6
jgarciaruiz; Madrid;9;0;1
vengador; Cádiz;9;1;23
elsatch; Madrid;9;2;6
fraguada; Barcelona;9;21;13
estraviz; Bilbao;9;0;0
luisortizramos; Barcelona;9;0;1
BuiltByEdgar; Madrid;9;21;13
JoSeTe4ever; Valencia;9;0;0
mfernandezmsistemas; Pontevedra;9;0;0
bukuro; Bilbao;9;0;0
alujans; Castellón;9;0;0
josetristan; Palencia;9;10;3
jcahigal; Valladolid;9;0;0
dhighwayman; Álava;9;10;6
jdchourio; Barcelona;9;3;1
oldlastman; Cádiz;9;2;5
dsoms; Gerona;9;2;2
AlbertoLeon; Valencia;9;0;3
neelravi; Donostia;9;0;0
ricardogarfe; Madrid;9;11;11
AndreMart; Las Palmas;9;1;6
vistiyos; Granada;9;0;0
inode64; Valencia;9;1;0
xus; Gerona;9;3;3
arturoarevalo; Baleares;9;2;0
amolinasalazar; Granada;9;0;0
lfgmarcantoni; Córdoba;9;0;0
MercAddons; Granada;9;0;2
phicau; Cantabria;9;1;0
appandweb; Granada;9;0;0
jmaparicio; Sevilla;9;1;0
Roberth1203; Zamora;9;0;0
viktors; Barcelona;9;11;9
pablonvz; Granada;9;1;1
mrrocks; Madrid;9;31;21
jartes; Barcelona;9;0;13
mromerog; Barcelona;9;0;1
Libertual; León;9;0;0
andresgomez92; Sevilla;9;0;3
DiegoVicen; Madrid;9;3;1
m92moalj; Córdoba;9;3;3
pconcepcion; Madrid;9;2;4
Elexy; Tarragona;9;12;7
spinillos; Madrid;9;0;3
Mrbytes; Granada;9;3;1
jchine; Huesca;9;2;3
gensin; Madrid;9;3;5
aabella; León;9;19;1
Juanpe; Madrid;9;13;3
dulcelariz; Madrid;9;0;3
nkundiushuti; Barcelona;8;2;4
ianmonge; Barcelona;8;0;19
soniacasillas; Barcelona;8;0;1
pavelito; Barcelona;8;0;3
asturmaps; Lugo;8;0;1
juanre; Barcelona;8;89;7
javier-martin; Castellón;8;0;0
bqhook; Madrid;8;0;2
dgomezunican; Cantabria;8;1;0
eduardo-jimenez; Zaragoza;8;1;0
eloipuertas; Barcelona;8;32;35
ewiggin; Gerona;8;0;2
masahiromac; Valencia;8;0;0
expositomarc; Barcelona;8;4;9
juarezchang; Navarra;8;0;0
SindormirNet; Madrid;8;3;7
cartoocm; Asturias;8;0;1
hanbrolo; Córdoba;8;0;0
alvarosg88; Córdoba;8;0;1
ismtabo; Valladolid;8;0;2
santisaez; Madrid;8;35;18
lealxavi; Madrid;8;2;17
fixr; Madrid;8;1;6
luisgf; Pontevedra;8;0;0
martinez1910; Asturias;8;0;0
aldodfm; Barcelona;8;0;3
juceveju; Barcelona;8;0;2
esdworks; Madrid;8;0;1
dariogf; Málaga;8;17;0
kazlan; Valencia;8;7;0
DZPM; Barcelona;8;0;38
Txumari; Madrid;8;3;3
joseeloren; Las Palmas;8;0;3
guiyens; Segovia;8;3;4
chsanch; Madrid;8;3;3
frieser; Cáceres;8;1;7
easibeacon; Bilbao;8;12;1
michelsmo; Madrid;8;4;2
adristoteles; Madrid;8;0;1
JAT91011; Bilbao;8;1;2
cluster28; Donostia;8;0;0
juanracasti; Cantabria;8;0;0
ignaciorivmen; Sevilla;8;0;2
ivgorin; Valladolid;8;0;1
javivelasco; Córdoba;8;8;13
novooa; Pontevedra;8;0;0
jmhanun; Córdoba;8;0;0
narcisbcn; Barcelona;8;4;3
juanmont; Madrid;8;0;2
ecdani; Albacete;8;0;2
famassucci; Tarragona;8;0;1
yeraydguez; Las Palmas;8;0;0
YuniorGlez; Las Palmas;8;0;1
Victoor; Madrid;8;0;2
robertovg; Sevilla;8;7;3
rubio; Murcia;8;1;2
voroperez; Valencia;8;0;0
carlospes; Navarra;8;0;0
oscardiazolivares; Córdoba;8;2;1
rafaborrego; Sevilla;8;0;0
olmeras; Zaragoza;8;0;0
starsk62; Barcelona;8;0;1
jjmaestro; Madrid;8;3;36
carlesm; Lleida;8;5;5
hcentelles; Córdoba;8;0;1
ffgiraldez; Madrid;8;0;2
ronnylt; Barcelona;8;52;39
dbujan; Bilbao;8;0;2
Hoddix; Bilbao;8;1;0
igarciadelamo; Madrid;8;0;1
delr3ves; Madrid;8;3;8
jacanales; Barcelona;8;1;9
DanielProl; Zaragoza;8;0;0
IsmaHithub; Valencia;8;0;1
spejman; Barcelona;8;122;46
smallafre; Donostia;8;0;0
utolosa002; Donostia;8;0;4
pedropaG; Zaragoza;8;0;2
ryanfox1985; Tarragona;8;0;1
alex-robinson; Madrid;8;3;2
sergiotrigo; Barcelona;8;1;2
emiliofidalgo; Baleares;8;0;1
jmmateos; Cádiz;8;0;0
topikito; Madrid;8;20;13
Beaorpa; Valencia;8;0;0
garciacarmonaam; Badajoz;8;0;1
zoltyvigo; Pontevedra;8;0;0
abertranb; Barcelona;8;0;4
RobertoZabala; Madrid;8;0;2
fontinixxl; Tarragona;8;1;0
fluzo; Madrid;8;4;1
eleektro; Bilbao;8;0;0
manelio; Valencia;7;4;3
jfc4github; Málaga;7;0;0
lancesiete; Madrid;7;0;1
joscandreu; Barcelona;7;34;2
albertovelazmoliner; Zaragoza;7;0;5
senechaux; Madrid;7;4;1
adolphenom; Madrid;7;3;8
fauria; Madrid;7;19;2
fortunatus26; Pontevedra;7;0;1
DavidPicasso; Jaén;7;0;0
Alvaroctal; Navarra;7;0;3
stakewinner00; Barcelona;7;1;4
francesccasadella; Gerona;7;0;3
MariiaPresencia; Valencia;7;0;0
Gaedr; Granada;7;0;1
veiga89; Madrid;7;0;1
PepeAleu; Cádiz;7;0;1
Miz85; Barcelona;7;2;2
jrbarrio; Madrid;7;1;8
cabadsanchez; Madrid;7;1;5
sp-ludovic-ivain; Barcelona;7;1;3
amon-ra; Albacete;7;4;1
david-lorenzo88; Tenerife;7;5;0
serrapos; Sevilla;7;5;2
skozz; Valencia;7;1;16
solohtml; Las Palmas;7;0;0
arituerto; Zaragoza;7;0;0
carsato; Madrid;7;3;6
wandarkaf; Barcelona;7;0;5
eidoscom; Lleida;7;0;0
aaroca; Sevilla;7;3;1
Andrago; Valencia;7;0;0
rliuzzi; Barcelona;7;2;5
orestibl; Granada;7;0;3
RodrigoPorto; Pontevedra;7;0;0
jortsc; Valencia;7;0;0
belzebit; Granada;7;0;1
gingolf; Zaragoza;7;0;1
ascalotoru; Bilbao;7;2;1
ppmim; Granada;7;2;1
spiritlcx; Barcelona;7;0;2
marimartinez; Pontevedra;7;0;1
rteis; Gerona;7;0;1
o7586t; Zaragoza;7;0;0
Joseba84; Donostia;7;0;1
kanedaki; Madrid;7;4;9
arturitu; Zaragoza;7;0;0
samu22893; Cáceres;7;0;0
migueland525; Cantabria;7;0;2
briofons; Madrid;7;3;1
ToPoEdiTs; Valencia;7;0;1
Libelium; Zaragoza;7;29;24
gragera; Madrid;7;4;21
kratos95; Lugo;7;0;2
aach; Barcelona;7;0;9
MAInformatico; Granada;7;0;1
NeoMorfeo; León;7;1;3
iamyellow; Barcelona;7;146;71
ssuria; Sevilla;7;0;0
rlopc; Granada;7;1;3
br0th3r; Málaga;7;0;2
pmkto; Baleares;7;0;0
jaqm; Madrid;7;0;2
Zener; Barcelona;7;0;2
GabrielReusRodriguez; Barcelona;7;1;2
rafarq; Málaga;7;1;1
ejmeij; Barcelona;7;47;7
AlbertGrobas; Barcelona;7;3;2
BloodyMer; Zaragoza;7;0;2
luguina; Madrid;7;0;1
juanramon; Barcelona;7;11;26
deadsunrise; Bilbao;7;69;1
valbertos; Alicante;7;3;2
johnanderpalma; Coruña;7;0;0
cdelafuen; Madrid;7;0;4
marclr; Gerona;7;0;2
mobandme; Bilbao;7;61;18
mdefrutosvila; Valencia;7;0;3
Alpasfly; Alicante;7;0;1
arkaitzj; Bilbao;7;21;5
danielnietocaballero; Cádiz;7;0;3
MariaFdez; Barcelona;7;0;4
keoko; Barcelona;7;5;6
zarmath; Zaragoza;7;0;0
adrieberg; Las Palmas;7;0;1
guillemhs; Barcelona;7;15;15
yoye0z7; Asturias;7;2;0
agustincarmona; Valencia;7;0;0
pepesan; Álava;7;1;0
runi22; Ávila;7;1;0
whiskito; Valladolid;7;0;0
rjgarciadelpino; Córdoba;7;1;7
anaCanalejas; Cádiz;7;0;0
mialto; Córdoba;7;2;1
danieltellez; Málaga;7;2;0
maxaldunate; Barcelona;7;0;2
josal; Madrid;7;76;11
dibanez; Pontevedra;7;6;2
bordemof; Bilbao;7;0;13
emorenopamos; Córdoba;7;0;2
gonxi; Valencia;7;0;0
jorgegalindocruces; Cádiz;7;0;26
jdotero; Ourense;7;0;1
cvinacua; Huesca;7;0;0
jmoratilla; Madrid;7;0;9
rafaelcalleja; Madrid;7;11;4
cuatl; Zaragoza;7;0;1
ivanmunozt; Jaén;7;0;1
borjacampina; Huelva;7;0;3
xforns; Barcelona;7;3;2
aitorcalero; Madrid;7;0;1
mines; Palencia;7;48;2
Gerarddp; Barcelona;7;4;2
jaimeagudovillanueva; Madrid;7;0;2
filiptc; Madrid;7;1;3
sergioccrr; Madrid;7;18;16
juanzgz82; Zaragoza;7;0;0
antoniojuansanchez; Salamanca;7;0;0
teclliure; Barcelona;7;22;3
fjbecerr2; Málaga;6;0;1
willeeh; Barcelona;6;9;10
cristomc; Tenerife;6;1;14
adanlobato; Barcelona;6;46;28
pedrojimenez; Madrid;6;0;4
jdexpositocanete; Córdoba;6;0;1
AnibalGarcia; Granada;6;0;0
OutliersCollective; Barcelona;6;9;22
josebarragan; Madrid;6;8;4
paulino; Sevilla;6;1;0
juanmb; Asturias;6;1;0
javierjeronimo; Madrid;6;3;5
ahcruz; Córdoba;6;0;0
erubio; Coruña;6;2;1
controesempio; Madrid;6;5;10
ertatto24; Almería;6;0;0
jcalejero; Huesca;6;1;0
fenixscd; Valencia;6;0;0
sbellver; Valencia;6;0;1
juliamauri; Tarragona;6;0;0
wolfwolker; Valencia;6;1;0
SeHarrys; Granada;6;0;0
Odyssey; Tarragona;6;0;9
Diego88; Almería;6;0;0
luskaner; Barcelona;6;0;2
rabizanda; Zaragoza;6;1;0
qborreda; Madrid;6;0;2
jpamies; Barcelona;6;0;4
baile; Navarra;6;1;1
pedrofraca; Zaragoza;6;5;11
kerberosdelhades; Las Palmas;6;0;0
cafernandezlo; Coruña;6;0;0
davidfq; Madrid;6;2;4
Aguarate; Madrid;6;0;2
exodous; Granada;6;0;0
sruiz7; Madrid;6;0;4
sdiaz; Madrid;6;48;12
javiervelezreyes; Madrid;6;16;11
rogererill; Barcelona;6;1;2
koldomac; Bilbao;6;6;9
quimcalpe; Barcelona;6;5;1
alberizo; Madrid;6;1;2
eskalera; Pontevedra;6;0;0
gitanoqevaporelmundoentero; Valencia;6;0;3
Moebyus; Madrid;6;1;2
rastmails; Asturias;6;0;5
aleixverges; Barcelona;6;0;1
leohackin; Álava;6;13;42
dlozano; Barcelona;6;7;4
jms85; Madrid;6;0;1
custodium; Zaragoza;6;0;0
donQ18; Barcelona;6;0;2
francisco-perez-sorrosal; Madrid;6;10;6
JJLM; Baleares;6;0;1
puntope; Zaragoza;6;0;0
algil; Málaga;6;0;2
juarru; Sevilla;6;0;0
carnau; Barcelona;6;0;1
acasademont; Barcelona;6;12;14
xgilest; Baleares;6;1;0
joanteixi; Barcelona;6;23;14
fdezfuentes; Málaga;6;0;8
aleksnanevski; Madrid;6;0;2
0xroot; Barcelona;6;54;52
jbeleno; Cantabria;6;0;0
danirus; Madrid;6;165;20
evoratec; Almería;6;3;0
pablochacin; Barcelona;6;0;1
damiannogueiras; Pontevedra;6;0;37
jcepas; Córdoba;6;0;0
ejimenez; Córdoba;6;1;4
YariLorenzo; Almería;6;0;0
eytato; Tenerife;6;0;0
rmontagud; Valencia;6;0;6
sayz; Madrid;6;19;69
recena; Sevilla;6;0;1
fpiston; Córdoba;6;0;0
mpampols; Lleida;6;13;3
albertogarrido; Zaragoza;6;0;4
mcdave; Madrid;6;9;27
egosum; Murcia;6;0;6
bmalcover; Baleares;6;0;0
danramirez; Cádiz;6;0;2
javato; Albacete;6;0;3
jackbach; Barcelona;6;3;11
nocovi; Baleares;6;0;1
danibrutal; Madrid;6;12;4
fabriciomrtnz; Madrid;6;20;3
fvargasruiz; Tenerife;6;0;0
jotajotavm; Ciudad Real;6;5;2
borjamarcos; Madrid;6;0;3
dariopalminio; Córdoba;6;2;1
josendf; Barcelona;6;0;1
vzenix; Granada;6;0;0
lastpoke; Gerona;6;0;1
Necseron; Barcelona;6;1;1
papalozarou; Barcelona;6;25;3
sTorro; Barcelona;6;3;4
danilopez; Málaga;6;7;14
acandaldev; Coruña;6;1;0
asarasa; Madrid;6;0;1
jmvivo; Valencia;6;0;7
VidelaRosa; Málaga;6;0;2
luismaront; Toledo;6;3;0
gutierjm; Cantabria;6;0;0
RaulBch; Las Palmas;6;0;2
softastur; Asturias;6;0;0
Erep26; Barcelona;6;0;1
jorgeroden; Albacete;6;0;0
miguelprada; Donostia;6;0;0
wbugbofh; Rioja;6;1;2
jarcos; Sevilla;6;0;6
sabadow; Burgos;6;0;2
christofdamian; Barcelona;6;39;37
histonemark; Barcelona;6;0;2
rcabamo; Barcelona;6;162;51
imaginabit; Las Palmas;6;5;4
snadal86; Gerona;6;0;0
Jmf91; Granada;6;0;0
atanarro; Madrid;6;10;2
VictorRO; Barcelona;6;0;3
Alvaro11; Huelva;6;0;2
chemaper; Valladolid;6;0;0
Alexfabiola; Valencia;6;0;2
chmeee; Sevilla;6;25;4
Vermo; Valencia;6;1;0
evelioml; Valencia;6;0;0
ZEMOS98; Sevilla;6;0;0
Loda; Barcelona;6;0;1
jaimemmp; Madrid;5;0;10
AlvaroVega; Madrid;5;5;2
carlitosmarin; Baleares;5;2;1
planetajavo; Madrid;5;0;6
vaneves; Las Palmas;5;1;5
onielfa; Madrid;5;0;1
phgwpi; Granada;5;0;0
ivan-vazquez; Pontevedra;5;0;0
EmilioMN92; Granada;5;0;1
made2503; Tenerife;5;0;17
mdelgadof; Madrid;5;3;4
kAlvaro; Burgos;5;0;0
joseRamonLeon; Rioja;5;1;0
frangarciaguez; Málaga;5;0;0
maikel112233; Huesca;5;0;0
lubalee; Barcelona;5;1;3
dmartinm; Granada;5;1;2
alopezvillaverde; Coruña;5;0;3
diec123; Madrid;5;6;15
cmmata; Tarragona;5;0;1
davidfreire; Las Palmas;5;0;0
MarcosBL; Lugo;5;0;19
lbertalot; Córdoba;5;0;5
purcola; Zaragoza;5;0;1
Eskatrem; Barcelona;5;5;5
theletterf; Barcelona;5;0;2
mtlazaro; Zaragoza;5;1;1
Lobomaniac; Navarra;5;0;0
Juanflu; Coruña;5;0;1
TaVit0; Barcelona;5;0;1
davidfraj; Zaragoza;5;0;0
pamy85; Madrid;5;0;13
armeris; Madrid;5;3;2
jorgejbarra; Sevilla;5;0;0
nachoverdon; Valencia;5;0;0
koldoartola; Donostia;5;0;0
fernandopr; Donostia;5;0;0
ualabecerra; Almería;5;0;0
chiva; Rioja;5;22;14
laramirezro; Valencia;5;0;0
rmiquel; Madrid;5;0;1
franksosa; Las Palmas;5;0;1
oiacrasec; Las Palmas;5;1;0
feantot; Rioja;5;0;0
dacmail; Huelva;5;13;16
almonwork; Madrid;5;8;3
German-Carmona; Almería;5;0;0
adumont; Madrid;5;43;27
jorgelamb; Madrid;5;0;4
victor-tech; Granada;5;0;0
mavallad; Madrid;5;0;1
ironStark; Zaragoza;5;2;0
bia; Barcelona;5;4;2
d13sasap; Córdoba;5;0;1
jcardell; Baleares;5;0;0
lucascepeda; Barcelona;5;0;20
drwaky; Cádiz;5;1;5
aliveand; Madrid;5;0;1
RixzZ; Lugo;5;0;1
Garroten; Madrid;5;1;2
MxMCube; Tenerife;5;0;0
pharmabox; León;5;0;0
martirella; Barcelona;5;0;2
jagumiel; Bilbao;5;0;0
iryoku; Zaragoza;5;356;61
killgt; Málaga;5;3;2
Gotxiko; Álava;5;2;0
emoriarty; Madrid;5;2;2
Kaos99; Barcelona;5;0;4
jbadenas; Valencia;5;0;0
alfyanher; Sevilla;5;0;1
Robby2023; Madrid;5;0;11
antonov; Zaragoza;5;1;2
bosoniq; Málaga;5;0;1
hodeitzu; Valencia;5;0;1
javirufo; Cáceres;5;0;0
alvaropanizo; Asturias;5;1;4
jekopena; Madrid;5;0;2
AdrianMarrero; Las Palmas;5;0;0
carlos-salinas; Asturias;5;21;2
javipafonso; Valencia;5;0;0
ODMM; Madrid;5;1;1
zetagor; Bilbao;5;1;1
jagenjo; Barcelona;5;36;10
antoniojlm84; Madrid;5;0;1
madwargo; Cádiz;5;0;3
mgmacias95; Granada;5;2;11
Alemagox; Las Palmas;5;0;0
jcanocan; Barcelona;5;0;1
lluisgerard; Barcelona;5;5;12
nackd; Sevilla;5;15;35
pelayomendez; Barcelona;5;42;11
rafasalas; Córdoba;5;0;1
jarnaldich; Barcelona;5;20;3
joni; Madrid;5;10;2
dadelmo; Madrid;5;1;5
DevRicardo; Córdoba;5;0;0
NicoJayson; Pontevedra;5;1;7
JesusPyro; Valencia;5;0;0
LHerce; Madrid;5;0;1
jmaurici; Las Palmas;5;3;5
bmegias; Barcelona;5;8;3
codeboost; Barcelona;5;173;11
alvcarmona; Bilbao;5;0;1
fafranco82; Sevilla;5;0;0
herangel; Navarra;5;0;0
dreamadict; Pontevedra;5;0;0
yisus82; Coruña;5;0;0
darkmaki; León;5;0;3
xaviguardia; Barcelona;5;7;2
marioandrei; Madrid;5;3;2
choan; Barcelona;5;82;22
jcballesteros; Madrid;5;0;2
Gusinato95; Bilbao;5;1;4
JuanmaGonzalez; Barcelona;5;0;2
wtebbens; Barcelona;5;2;6
Manugardi; Albacete;5;1;0
khrizt; Barcelona;5;23;4
jtl125; Madrid;5;0;1
Hisarlik; Zaragoza;5;1;1
Rafaelars; Granada;5;0;0
anbarquer; Cáceres;5;0;0
gbarba; Barcelona;5;6;4
Albertowska; Huesca;5;0;4
Neniah; Huelva;5;0;0
Aerz; Madrid;5;0;2
chupvl; Toledo;5;4;8
sfrek; Madrid;5;4;9
njyx; Barcelona;5;2;6
xabe; Madrid;5;22;9
cfaria; Valencia;5;0;5
Mylonymus; Madrid;5;0;1
albertca; Barcelona;5;6;7
alinamierlus; Barcelona;5;1;2
jantoniomagro; Granada;5;1;1
angelblxt; Zaragoza;5;0;0
interdevel; Granada;5;0;3
teoruiz; Madrid;5;1;16
flynniec6; Valencia;5;0;4
dariobarrio; Barcelona;5;0;7
alvarogarcia; Asturias;5;0;0
txenoo; Coruña;5;0;2
jgimenez; Barcelona;5;2;7
fran; Sevilla;5;11;29
Snesi; Barcelona;5;4;3
Twinber; Sevilla;5;0;4
adsuar; Sevilla;5;0;0
Birramatic; Pontevedra;5;0;0
NSCabezon; Madrid;5;4;6
jero-rodriguez; Baleares;5;0;0
jvrdelafuente; Valencia;5;0;2
AnibalMG; Barcelona;5;0;1
joseillan; Murcia;5;0;1
spiry; Sevilla;5;0;0
ismael-benitez; Barcelona;5;0;3
damocles33; Zaragoza;5;3;0
coelias; Barcelona;5;8;2
albertog; Madrid;5;0;2
anistal; Madrid;4;0;7
uniring; Barcelona;4;0;2
Gaucho-9; Gerona;4;0;0
aromay; Zaragoza;4;0;0
rene15009; Coruña;4;0;1
justin-vanwinkle; Asturias;4;0;0
Mlro; Málaga;4;0;0
carlosleondev; Tenerife;4;0;0
Feantury; Coruña;4;1;2
malfageme; Madrid;4;0;1
ociu; Albacete;4;2;1
AlexGascon; Valencia;4;0;0
javiaf; Madrid;4;0;1
eurodev; Cádiz;4;10;20
alconesp; Granada;4;0;0
ChristopherCastro; Navarra;4;0;2
cruzki; Bilbao;4;3;0
isholgueras; Madrid;4;0;11
EnricBaltasar; Valencia;4;1;2
arion1953; Albacete;4;0;0
jdapena; Pontevedra;4;10;4
soyellupi; Granada;4;1;2
bbotella; Valencia;4;0;2
MarcelaGotta; Valencia;4;0;0
makmonty; Sevilla;4;6;3
Alromo; Almería;4;0;0
dliuzzi; Barcelona;4;4;5
rayito; Granada;4;0;2
SloayzaDam; Madrid;4;0;1
dpordomingo; Madrid;4;0;3
IGZnestorpina; Madrid;4;2;2
buronvega; Madrid;4;1;6
ahfeel; Barcelona;4;13;7
igorrecio; Álava;4;0;0
jrbalsas; Jaén;4;4;4
rom3ox; Granada;4;22;1
mgomez-olmedo; Granada;4;0;0
Ferdindn; Zaragoza;4;0;0
saski; Madrid;4;5;13
dtubio; Coruña;4;0;0
osukarusan; Barcelona;4;0;5
llorentealex; Madrid;4;0;1
JulioParra; Valencia;4;0;1
albertovilva; Valencia;4;0;2
tostadora; Madrid;4;0;2
AdrianAra; Valencia;4;0;0
lolohouse; Madrid;4;52;4
waninkoko; Salamanca;4;184;130
larribas; Barcelona;4;0;2
jantoniucci; Madrid;4;2;2
ipro56; Sevilla;4;0;0
carbans; Valencia;4;0;0
csmendoza; Sevilla;4;1;0
lau27; Barcelona;4;0;1
creandoandroid; Sevilla;4;7;7
icruzado; Burgos;4;1;0
videoMonkey; Málaga;4;3;1
webvigo; Pontevedra;4;0;0
tilde-imt; Madrid;4;0;3
Xiscollado; Baleares;4;0;0
upbooking; Baleares;4;0;0
exhtml; Valencia;4;0;1
salvatejero; Sevilla;4;3;1
skptic; Barcelona;4;0;2
MaDDoGo; Barcelona;4;21;2
davidalfe; León;4;0;0
Deyboss; Las Palmas;4;0;0
msteghofer; Barcelona;4;12;6
lopezator; Donostia;4;2;3
tonilopezmr; Murcia;4;3;4
mrjusti; Barcelona;4;0;2
casasin; Barcelona;4;5;13
jfisbein; Madrid;4;3;2
pablocastillom; Madrid;4;0;2
jorgemarey; Coruña;4;0;1
Angrod82; Las Palmas;4;0;4
danielcuervo; Barcelona;4;0;4
francesc; Barcelona;4;146;18
valls; Barcelona;4;0;1
JoseCN; Zaragoza;4;0;3
tapa10; Córdoba;4;0;0
mceire; Madrid;4;0;5
adayfs; Las Palmas;4;0;0
frr149; Madrid;4;33;47
Optimiza; Barcelona;4;0;2
pacosal; Bilbao;4;11;3
JDaren; Madrid;4;33;2
ccarrizosa; Barcelona;4;1;1
vadail; Madrid;4;0;1
rcruzper; Barcelona;4;1;1
saulo-alvarado; Las Palmas;4;0;0
domingopa; Tenerife;4;3;1
alfeliz; Ciudad Real;4;0;0
qarlosalberto; Sevilla;4;0;0
alvarocalle; Málaga;4;0;0
marckyes; Almería;4;0;1
daviddiazvico; Madrid;4;0;2
Nehrox; Málaga;4;0;0
unxavi; Barcelona;4;0;3
mayoral; Ciudad Real;4;8;20
jmrobles; Granada;4;17;2
ahurt2000; Madrid;4;18;11
CarlosRufo; Cáceres;4;0;0
javinr; Asturias;4;0;0
SergioGimenezG1; Barcelona;4;1;1
axelsrk; Lleida;4;0;1
marioruizruiz; Madrid;4;0;3
jestebanf; Tarragona;4;0;0
emenegro; Madrid;4;350;27
txipi; Bilbao;4;10;27
juafrlo; Valencia;4;20;5
anxinho; Coruña;4;0;9
vgsystems; Zaragoza;4;0;0
jask05; Madrid;4;7;5
jorguezz; Tenerife;4;1;2
polmrtn; Barcelona;4;0;1
luisalb; Ourense;4;0;1
alejandroguille; Córdoba;4;14;0
easanles; Coruña;4;0;0
g0re; Bilbao;4;0;0
vitaminace33; Valladolid;4;0;0
DontCode; León;4;0;0
dtenreiroarcos; Coruña;4;0;0
wesleycomp; Las Palmas;4;0;0
r01010010; Barcelona;4;1;5
DemofiloVizuete; Sevilla;4;0;0
JMPostigo; Sevilla;4;2;0
gtoboso; Madrid;4;3;2
ander2; Donostia;4;1;1
TaniaCascer; Madrid;4;0;4
FerranMartin; Barcelona;4;0;3
pacocardenal; Burgos;4;0;3
paumiau; Barcelona;4;0;1
iblake; Madrid;4;0;1
Ithien; Valencia;4;0;0
i22sanca; Córdoba;4;0;0
sergiormb; Córdoba;4;0;4
VictorLopezSanchez; Barcelona;4;0;1
ogonbat; Madrid;4;16;4
Rafael-Ayala; Sevilla;4;0;0
canariasopensource; Tenerife;4;0;0
ivannpaz; Barcelona;4;5;7
AlvaroLarumbe; Navarra;4;0;1
