login; location; followers; contributions; stars; language
kristiankyvik;Spain;15;279;7;JavaScript
Ignat99;Spain;9;279;13;Python
berceanu;Spain;1;279;0;TeX
Sirikon;Málaga, Spain;15;279;3;JavaScript
javierhonduco;Madrid, Spain;42;279;40;Python
jesusba;Dos Hermanas, Sevilla;18;278;0;Python
javiergonzper;Valladolid, Spain;6;278;0;Objective-C
Achifaifa;Vitoria, Spain;6;278;4;Python
jonlatorre;Bilbao;0;278;6;Python
erichlf;Bilbao, Basque Country -- Spain;3;278;0;TeX
rchampa;Madrid;9;277;4;Java
rafadc;Spain;57;276;32;Ruby
jaimeiniesta;Girona, Spain;128;276;647;Ruby
mariomnts;Spain;8;275;0;JavaScript
jondeandres;Barcelona;22;274;12;Ruby
MarcosSegovia;Barcelona, España;4;274;0;CSS
victor-gil-sepulveda;Spain;0;274;7;Python
sephirot47;Barcelona, Spain;1;274;10;C++
zhensydow;Santander, Spain;4;273;18;Haskell
albertopq;Barcelona;10;273;118;JavaScript
PabloLaVegui;Cantabria. Spain;6;272;0;CSS
larsp;Barcelona, Spain;3;272;0;Ruby
ianharrigan;Barcelona;28;272;318;Haxe
flopezag;Madrid (Spain);2;271;2;Shell
davidmogar;Asturias, Spain;5;271;2;CSS
papajulio;Zaragoza;9;271;1;Shell
sergiopasra;Madrid;1;270;0;Python
txels;Reykjavik & Barcelona;8;270;194;Python
danielo515;Madrid Spain;5;270;6;JavaScript
singuerinc;Barcelona;10;270;29;Shell
agjacome;Ourense, Spain;23;270;5;Scala
AlfredoRoca;Torredembarra - Tarragona - Spain;11;269;0;Ruby
RoboterHund;España;3;269;2;JavaScript
salvadorgascon;Barcelona;2;268;0;C#
ajspadial;Madrid;9;268;0;JavaScript
bmagyar;Barcelona, Spain;13;267;1;C++
jdortiz;Madrid, Spain;22;266;11;Java
octoplatypus;Spain, Olite;0;266;1;Java
jantoniomartin;Albacete, Spain;3;265;15;Python
jfisteus;Madrid, Spain;12;265;36;Python
marcosdg;Spain;2;265;1;C
carlosbuenosvinos;Barcelona, Spain;94;265;155;PHP
dgrijuela;Madrid, Spain;4;264;1;CSS
manuelmorales;Spain;5;264;55;Ruby
dpino;Vigo;14;264;38;Java
luckyshot;Barcelona, Spain;20;264;140;PHP
jghinestrosa;Almería, Spain;4;264;2;JavaScript
alexruperez;Madrid;44;264;835;Objective-C
eduardofilo;Zaragoza;4;263;0;JavaScript
crevillo;Madrid, Spain;13;263;44;PHP
jherran;Madrid, Spain;14;263;0;Objective-C
charliemc;Zaragoza, Aragón, Spain;10;262;3;JavaScript
bifuer;Spain;3;262;33;JavaScript and CSS
jmendeth;Barcelona, Spain;47;262;109;JavaScript
3DRoberto;Seville. Spain;1;262;0;CSS and JavaScript
Beluki;Orense, Spain;1;261;14;Python
FranciscoP;Valencia, Spain;11;261;184;JavaScript
spite;Barcelona;193;261;1097;JavaScript
antoniovazquezblanco;Chantada, Lugo, Spain;12;261;10;C
carmichaelalonso;Mallorca, Spain;4;260;3;C# and Objective-C
claunia;Las Palmas de Gran Canaria;4;260;9;C
ferblape;Madrid;137;260;204;Ruby
voodoorai2000;Spain;41;260;46;Ruby
oaguillon;San Gil Santander Colombia;5;260;;JavaScript
acperez;Barcelona;0;259;3;JavaScript
bertez;O Milladoiro, Spain;20;258;21;JavaScript
jonan;Bilbao, Spain;19;258;27;Java
marcin-wosinek;Las Palmas de GC, Spain;6;258;4;JavaScript
miguelmaquieira;Spain;17;258;0;JavaScript
ChusCarro;Zaragoza;0;258;0;Matlab
vrinek;Barcelona;19;257;67;Ruby
hcosta;Súria, Barcelona;8;257;7;JavaScript
eleion;Spain;2;257;0;Shell
benja83;España;35;257;6;JavaScript
drhelius;Spain;13;257;197;C++
alexperezpaya;Madrid, Spain;51;256;201;JavaScript
zenitraM;Madrid;32;255;44;Ruby
dng-es;Madrid, Spain;0;255;6;JavaScript
algui91;Granada, España;66;254;13;Shell
amcereijo;Madrid;7;254;9;Java
WyrmxD;Madrid;5;253;1;CSS
tinova;Madrid;7;253;1;Shell
Fonserbc;Barcelona;16;253;8;JavaScript
currycat;Barcelona;15;253;1;CSS
XescuGC;Barcelona;14;253;29;JavaScript
albertoqa;Granada, Spain;1;252;0;C++
christhomas;Barcelona;2;251;5;JavaScript
edugrasa;Barcelona;6;251;1;Java
AlvaroFranco;Spain;93;251;1818;Objective-C
Rubentxu;Vitoria (Alava, Spain);9;251;17;Java
fcsonline;Barcelona, Spain;26;250;59;JavaScript
pacoorozco;Barcelona, Spain;0;250;1;PHP
johnHackworth;Madrid, Spain;26;250;26;JavaScript
fjaguero;Spain;31;250;5;JavaScript
Franx0;Madrid;19;249;2;JavaScript
Loksly;Spain;1;248;3;JavaScript
PeteBoucher;Malaga;9;248;0;JavaScript
Nesta;Sevilla;41;247;28;JavaScript
zacr0;Córdoba, Spain;2;247;1;Java
wizeman;Madrid, Spain;9;247;0;Shell
jesuscc1993;Valencia, Spain;0;246;1;CSS
mtbtiago;Menorca and Barcelona;9;246;0;JavaScript
sjimenez77;Albacete, Spain;3;246;1;JavaScript
vitojph;Madrid, Spain;11;246;6;Go
alabarga;Pamplona, Spain;12;246;4;JavaScript
mrmans0n;Spain;38;246;344;Ruby
JoanBotella;Spain;0;245;0;Shell
oubiga;Spain;1;245;0;Python
dalareo;A Coruña (Galiza);2;244;1;Python
mpguerra;Barcelona, Spain;2;243;4;Ruby
Samitier;Barcelona;2;243;1;C++
simo163;Barcelona;0;243;0;CSS
i3visio;España;1;243;5;Python
fjlopez;Zaragoza, Spain;14;243;0;Java
miquelmassot;Palma de Mallorca;10;243;13;C++
serrodcal;Seville;1;242;1;Python
Satyam;Sitges, Barcelona, Spain;29;242;27;JavaScript
angeldiazibarra;Spain;3;242;3;JavaScript
jcanell4;Barcelona;2;242;0;PHP
borillo;Spain;28;241;35;JavaScript
aoltra;Valencia;4;241;4;Java
sfotiadis;Madrid;2;241;5;Java
rilla;Spain;17;241;39;Ruby
danirod;Madrid, Spain;22;241;8;CSS
monday8am;Madrid;11;240;31;ActionScript
Feagurth;Almería;5;240;0;Java
jrenaat;Barcelona;2;240;0;Java
hopsor;Jerez de la Frontera, Cádiz, ES;4;240;4;Ruby
anajuaristi;Gipuzkoa (spain);10;239;0;
ivanrod;Madrid;19;239;0;CSS
castarco;Cubelles, Barcelona, Spain;14;238;9;PHP
jmendiara;Huesca, Spain;12;238;70;JavaScript
adrianolatorre;Barcelona;6;238;0;CSS and JavaScript
GermanDZ;Madrid, Spain;16;237;33;Ruby
Worllhmar;Albacete, Spain;1;237;0;Python
manelclos;Spain;4;237;4;Python
piensaenpixel;Madrid;2;236;1;JavaScript
Ecuacion;Spain;2;235;2;JavaScript
carltorres;Granada;1;235;0;Shell
rafael1193;Granada, Spain;6;234;4;C#
jesuspg;spain;2;234;2;Shell
gponsu;Valencia / Spain;3;234;0;
k3xr;Madrid, Spain;5;234;0;Shell
enriclluelles;Barcelona;40;234;169;Ruby
lucasponce;Madrid;12;233;13;Java
patoroco;Valladolid-Madrid, Spain;33;233;114;Ruby
alvarosanchez;Madrid;19;232;94;Groovy
David-Estevez;Madrid, Spain;15;232;19;C++
Piker-Alpha;Spain;59;232;188;Shell
yamila-moreno;Madrid, Spain;42;232;9;Python
alfred82santa;Barcelona;5;232;7;Python
alu0100537017;Spain;2;231;0;JavaScript
eloy;Spain;10;231;6;Ruby
markholland;Valencia, Spain;9;231;5;Java
vieron;Barcelona, Spain;100;231;85;JavaScript
egulias;Madrid;48;231;248;PHP
fjbelchi;Cartagena, Spain;12;230;56;Ruby
m1ndgap;Valencia, Spain;0;230;0;Ruby
albertcasado;Barcelona;1;229;1;CSS
pidal;Madrid, Spain;4;229;0;JavaScript
r2bapps;Barcelona (Spain);6;229;4;Java
dberenguer;Spain;3;229;6;Python
sigdeletras;Córdoba (spain);3;229;1;JavaScript
victorsauri;Barcelona;10;229;2;Ruby
enricostano;Barcelona, Spain;7;228;8;Ruby
Serabe;Madrid, Spain;38;228;117;Ruby
mikel-egana-aranguren;Bilbo;10;228;6;Shell
vgirbes;Valencia;1;228;0;PHP
aitorrl;Pamplona / Iruña;5;227;2;JavaScript
albertogcatalan;Zaragoza;13;227;36;CSS
haas85;Bilbao;12;227;19;JavaScript
knoopx;Barcelona;42;227;48;Ruby
santiarg;Lugo, Spain;2;226;0;Python
sdemingo;Spain;2;226;2;CSS
andresperezlopez;Barcelona;5;225;12;Scala
vibaiher;Valencia, Spain;6;225;3;JavaScript
jordic;Barcelona;17;224;45;Go
josemazo;Seville, Spain;6;224;33;Python
ezorita;Barcelona;4;224;5;C
PatrickHeneise;Barcelona, Spain;34;224;211;JavaScript
tcard;Madrid, Spain;13;223;46;Go
roobre;León, Spain;6;223;11;PHP
jorgemoralespou;Spain;15;223;9;Shell
jdnavarro;Sevilla, Spain;12;222;12;Haskell
cblanco;UPM madrid;2;222;0;
andresgutgon;Barcelona;8;222;26;JavaScript
JCristobal;Jaén, Granada;2;222;3;CSS
dabdemon;Madrid;0;222;5;C
nucliweb;Girona, Spain;58;222;18;CSS
miguelcarvajal;Elche, Spain;1;221;0;CSS
miguxbe;Spain;24;220;16;JavaScript
pablomario;Soria, Spain;2;220;0;CSS
EvaristoGZ;Dos Hermanas, Sevilla;12;220;0;Python
ramongilmoreno;Madrid, Spain;1;220;1;Shell
DavidGSola;Granada, Spain;2;220;0;Java
Josebaseba;Bilbao;21;220;17;JavaScript
pblocz;Madrid;0;220;3;Python
juanghurtado;Seville (Spain);24;219;45;JavaScript
avegao;Madrid, Spain;0;219;1;PHP
ajnavarro;Madrid;2;218;0;CSS
ovicin;Barcelona;19;218;9;C++
jmcarbo;Barcelona (SPAIN);4;218;49;Go
cabul;Las Palmas;3;218;4;JavaScript
michogar;Vigo;14;217;7;JavaScript
manucorporat;Spain;137;217;314;C
miguelibero;Barcelona, Spain;9;217;23;C++
robdayz;Barcelona;5;217;1;Python
AlbertoFuente;Spain;6;217;1;JavaScript
itrascastro;Barcelona, Spain;41;216;20;PHP
AitorGuerrero;Barcelona;2;216;0;JavaScript
alevinval;Spain;3;216;2;Java
yuraksisa;Barcelona, Spain;1;216;41;Ruby
HugoL;Zaragoza;4;216;1;JavaScript
miljan-aleksic;Barcelona;11;216;0;JavaScript
flozano;Valencia, Spain;7;215;10;Java
acroca;Barcelona;27;215;22;Ruby
rewritten;Barcelona;18;215;28;Ruby
Sefford;Spain;39;214;485;Java
josecolella;Granada;15;213;3;Python
geonexus;Madrid;0;212;0;Python
sgomez;Córdoba, Spain;23;212;16;PHP
jonabasque;Vitoria-Gasteiz (Basque Country);11;212;3;CSS
deantares;Granada;18;212;10;Java
Utodev;Madrid, Spain;1;211;4;C
jfontan;Madrid, Spain;15;211;20;Ruby
AlejandroPerezMartin;Canary Islands, Spain;11;211;5;JavaScript
PabloCastellano;Spain;31;211;38;Python
felHR85;Madrid, Spain;11;211;12;Java
vehrka;Valencia (Spain);6;211;4;Python
agacias;Zaragoza (Spain);3;211;0;
jjballano;Dublin, Madrid, Valencia;14;210;5;JavaScript
antespi;Madrid;6;210;28;Shell
pilarargudo;Valencia;7;210;0;Shell
tcorral;Barcelona;206;210;2105;JavaScript
DotZecker;Spain;24;209;18;PHP
santigimeno;Madrid, Spain;5;209;60;JavaScript
javifr;Barcelona;4;209;0;JavaScript
ulisescontreras;Barcelona, Spain;9;209;3;CSS
luisrovirosa;Huercal-Overa, Almería, Spain;19;208;8;JavaScript
xmaeztu;Iruñea, Nafarroa;4;208;1;Ruby
AgustiBelloc;Barcelona;0;208;6;JavaScript
areina;barcelona;23;208;176;Ruby
argaen;Tarragona, Spain;3;208;3;Python
aacuevas;Valencia, Spain;0;207;0;C
andrewdavidmackenzie;Barcelona, Spain;1;207;2;JavaScript
israelmgo;Alicante;0;207;0;CSS
Seryusjj;Oviedo, Spain;12;207;3;Java
jlsalvador;Sevilla. España (Spain).;3;206;2;Shell
adrianmugnoz;SPAIN;2;206;9;JavaScript
davidmoreno;Madrid (Spain) and London(UK);25;206;832;C++
Cotes;Spain;4;206;0;C#
Suui;Las Palmas de Gran Canaria;5;205;1;Java
don-reba;Barcelona, Spain;1;205;1;JavaScript
nando;Madrid, Spain;39;205;59;Ruby
Pablo-Rodriguez;Vigo, Galiza;0;204;0;JavaScript
danibuiza;frankfurt / oviedo;1;203;1;Java
joanromano;Barcelona;25;203;1;Objective-C
fmsanjuan;Sevilla, Spain;1;203;0;Java
gchaincl;Barcelona;16;203;164;Go
francho;Zaragoza;35;203;44;JavaScript
EduardOckerse;Málaga (Spain);1;203;0;Java
vbergae;Valencia, Spain;9;203;22;Objective-C
pixel-perfect-boy;Barcelona;2;202;0;JavaScript
mandrewcito;A coruña;4;202;0;Python
jjccc;Madrid;0;202;0;Ruby
bigardone;Asturias, Spain;10;202;39;Ruby
voylinux;Mallorca (Spain);33;201;5;JavaScript
netonjm;Spain;5;201;11;C#
juanber84;madrid;8;201;27;PHP
fermonas;Las Rozas de Madrid;1;201;0;
pire;Barcelona, Spain;3;201;4;JavaScript
franramirez688;Madrid;6;200;3;C++
socram8888;Valencia, Spain;15;200;10;Java
aagea;Madrid, Spain;6;200;2;Java
MrBrownser;Barcelona, Spain;9;199;0;Ruby
elboletaire;Barcelona, Spain;16;199;53;PHP
geodracs;Spain;2;199;0;CSS
alfonsogarciacaro;Spain;15;199;22;F#
necavit;Barcelona;7;199;1;Java
lautarobock;Barcelona;0;198;2;JavaScript
JRomeoSalazar;Zaragoza;4;198;0;PHP
jervert;Madrid;1;198;3;JavaScript
facundofarias;Barcelona, Catalunya;28;198;16;JavaScript
jorgeyp;Asturies;3;198;3;Scala
PatriRor;Asturias - Spain;5;197;0;Ruby
raulchopi;Cambados (Spain);2;197;0;
ChuckDaniels87;Spain;0;197;0;Shell
jeslg;Móstoles, Spain;5;196;1;Scala and Java
albertoblaz;Madrid, Spain;13;196;9;JavaScript
Totemika;Málaga;25;196;2;C#
josacar;Valencia;16;195;13;Ruby
david-caro;Spain;11;194;34;Python
L4D15;Jaén;8;194;3;C++
xmontero;Barcelona;2;194;2;PHP
AyoPrez;Las Palmas;1;194;0;Java
tunelko;Asturias;8;194;25;JavaScript
scastlara;Barcelona;0;194;0;Perl
ccamposfuentes;Granada;4;193;1;CSS
jeslopcru;madrid;4;193;3;PHP
inniyah;Spain;1;193;2;C
carlosga;Vigo, Spain;4;193;1;C#
luismesas;Madrid, Spain;7;192;42;JavaScript
carlosgs;Spain;58;192;280;Python
cfenollosa;Barcelona, Spain;38;192;428;Shell
esaborit4code;Valencia;2;192;2;CSS
asanzdiego;Madrid;19;191;49;Shell
nosolopau;Barcelona;6;191;11;Ruby
mariomac;Barcelona;2;191;5;Java
gonzalezreal;Madrid, Spain;75;191;1152;Objective-C
rcoedo;A Coruña;4;191;2;Java
victor1995mv;Córdoba, Spain;12;191;0;CSS
espencer;Madrid, Spain;10;190;4;Shell
LuisPalacios;Spain;1;190;1;Shell
rolfbjarne;Madrid, Spain;23;190;35;C#
jamming;Madrid, Spain;5;190;15;Java
Pakillo;Sevilla, Spain;39;189;65;R
bluezio;Cádiz, Spain;13;189;144;Java
adrianortuzar;Barcelona;12;189;3;CSS
javiergalloj;Los Palacios y Vfca (Sevilla);9;189;0;Python
valenbg1;Madrid;11;189;6;Java
willyaranda;Aranda de Duero/Madrid;36;189;16;JavaScript
germanramos;Madrid, Spain;1;188;1;JavaScript
SergioCC14;Madrid, Spain;10;188;1;Ruby
hirunatan;Madrid, Spain;17;188;20;Python
avara1986;Madrid;6;188;4;CSS
youenna;Seville (Spain);4;187;0;JavaScript
SantiMunoz;España;2;187;8;CSS
Cubel89;Valencia - España;2;187;0;Java
kunotatemaki;Spain;1;187;0;Java
arall;Tarragona, Spain;16;187;12;PHP
mkaito;Spain;12;186;22;Ruby
pwntester;Madrid;29;186;59;Java
rldona;Madrid, Spain;2;186;5;JavaScript
bejar;Barcelona, Spain;0;186;0;Python
maripac;Madrid;0;186;0;CSS
renatolrr;Granada;16;186;9;CSS
burasu;El Puerto de Santa Maria, Cadiz. Spain;1;185;1;CSS
juanfra684;Spain;6;185;4;JavaScript
scruti;Valencia, Spain;6;185;0;Ruby
josifovics;Barcelona, Spain;4;185;0;JavaScript
Samu92;Granada;5;184;1;Ruby
estelapedrero;Madrid;13;184;0;CSS
atd;Madrid;66;184;145;Ruby
Gawyn;Barcelona;12;184;36;Ruby
mgidney;Jerez;0;183;1;Python
johnnycakes79;Madrid, Spain;3;183;4;Python
javiercr;Madrid;20;183;23;Ruby
inigomedina;Madrid, Spain;10;183;2;JavaScript
aitoroses;Pamplona, Spain;3;183;11;JavaScript
pablodecm;Santander;2;183;0;Python
oscarmolinadev;Barcelona, Catalonia;2;183;7;C++
artivis;Barcelona, Spain;6;183;1;C++
TheAnswer;Barcelona, Spain;1;182;4;C
alrik11es;Madrid, Spain;11;182;23;PHP
CoalaWeb;Spain;2;182;1;CSS
jbgutierrez;A Coruña, Galicia, España;9;182;66;Ruby
darkbox;Spain/Córdoba;1;182;32;Java
noplanman;Casares, Spain;6;181;5;JavaScript
Drimmark;Madrid;10;181;0;
jhderojasUVa;Valladolid;1;181;0;CSS
carlosvillu;Barcelona;50;181;76;JavaScript
neverbot;Madrid;2;181;0;PHP
cerberillo;Sevilla, Spain;10;180;26;C#
andreshp;Granada, Spain;27;180;5;C++
gui11aume;Barcelona (Spain);8;180;39;Python
JoseTomasTocino;Spain;21;180;15;C++
joseaortegatoro;Málaga, Spain;12;180;5;Java
xserra;Barcelona;25;179;0;
antjimar;Madrid, Spain;10;179;3;Objective-C
francescarpi;Spain;4;179;3;Python
elcodedocle;Spain;1;179;10;PHP
rfguri;Barcelona, Catalunya;11;179;23;Objective-C
jmcerrejon;Huelva, Spain;2;178;25;Shell and Python
vroman;Ciudad Real;5;178;0;PHP
dixso;Barcelona;14;178;303;JavaScript and CSS
BraisGabin;Barcelona (Spain);7;178;1;Java
mapreal19;Valencia, Spain;6;178;3;JavaScript
poolqf;Barcelona;11;178;527;Objective-C
jcampoy;Madrid;1;177;0;JavaScript
manuel-rubio;Spain;9;177;11;Erlang
agonbar;Ourense, Spain;1;177;0;PHP
RomanRobotnik;Valencia (SPAIN);2;177;13;Python
chemaar;Madrid, Spain;4;177;6;Java
aplatanado;Tenerife, Spain;34;177;36;Python
opatinowebrtc;Madrid;0;176;0;JavaScript
jlbellido;Sevilla;14;176;1;PHP
nmaletm;Spain;20;176;105;PHP
Aitorzubizarret;Eibar, Spain;1;176;0;CSS
jorgemf;Madrid, Spain;4;176;2;Java
ManelBrull;Spain, Valencia;1;176;0;Java
aitoraloa;Bilbao;1;176;0;JavaScript and CSS
jorgebeta92;España;1;175;0;ASP
txomon;Spain;13;175;7;Shell
aercolino;Barcelona;4;175;99;Ruby
jbeficent;Barcelona, Spain;4;175;0;Makefile
edgarshurtado;Valencia, Spain;9;175;1;Java
carltongibson;Spain;9;175;49;Python
Miguel-Herrero;Madrid, España;0;175;0;Swift
nrzizrn;Spain;5;175;0;Shell
mrego;Baiona (Spain);4;175;4;CSS
drzippie;Sevilla, Spain;5;175;8;PHP
analca3;Granada, Spain;12;174;4;Python
davidllanos22;Barcelona, Spain;2;174;0;JavaScript
pedroj;Sevilla, Spain;17;174;12;R
iderioja;Logroño (España);9;174;10;HTML
amuino;Madrid, Spain;21;174;11;JavaScript
sjmudd;Madrid, Spain;6;174;39;Shell
gorkapitarch;Barcelona;11;173;0;JavaScript
danigosa;Barcelona;10;173;15;Python
sarjona;Barcelona;5;173;0;
gipsy-king;Spain;10;173;30;JavaScript
tonikelope;España;3;173;20;PHP
plnegre;Palma de Mallorca (Spain);3;173;0;Python
smorcuend;Madrid;12;172;17;JavaScript
fatfer;Madrid;2;172;0;Java
apalancat;Barcelona;20;172;102;Ruby
acharluk;Jaén, Granada, Spain;4;171;0;Java
fserena;Spain;3;171;3;CSS
nadimix;Spain;6;171;0;JavaScript
ajgarlag;Madrid, ES;2;170;31;PHP
adnam;Barcelona, Spain;11;170;33;Python
Alfiva;Spain;3;170;0;
isorna;Madrid, Spain;8;170;4;JavaScript
Kratemis;España;3;170;0;PHP
Raspikabek;Madrid (Spain);1;170;0;HTML and JavaScript
orggue;Zaragoza, España;6;170;1;Java
alexdeleon;Madrid, Spain;12;170;14;Ruby
juanfranrv;Granada (Spain);4;170;1;Shell
VGonPa;Leganés (Madrid);7;170;3;Python
juliangut;Madrid;0;170;2;JavaScript
daordonez;Spain;6;169;3;Java
rlizana;Spain;3;169;0;Python
imartinezortiz;Madrid (Spain);2;169;1;Java
ramingar;Valencia, ES;3;169;0;JavaScript
pacoqueen;Spain;2;169;18;Python
lordcreeper01;Spain;4;168;1;JavaScript and CSS
natzar;Barcelona;9;168;8;PHP
DavidVazGuijarro;Badalona, Barcelona, Spain;11;168;3;Makefile
kevinansfield;Valencia, Spain;10;168;7;Ruby
coboshm;Barcelona;0;167;0;C++
ordas;Oviedo;0;167;0;JavaScript
danilat;Zaragoza (Spain);70;167;40;Groovy
balder-otium360;Madrid, Spain;2;167;2;JavaScript
AlejandroCano;Madrid España;0;166;0;C#
philipp-germann;Barcelona;1;166;0;Python
atrandafir;Barcelona, Spain;1;166;0;Ruby
beeva-nievesabalos;Madrid, España;0;166;1;JavaScript
hectorlf;Madrid, Spain;5;166;5;Java
haydenyoung;Granada, Spain;0;166;0;Shell
millenc;Pamplona, Spain;0;165;1;Matlab
juanjosegarciaripoll;Madrid, Spain;12;165;16;Shell
skgsergio;Alcorcón, Madrid, Spain;16;165;13;Shell
jeroensangers;Lleida, Spain;0;165;0;CSS
jasonlint;Barcelona;2;165;1;JavaScript
jgrivolla;Barcelona;5;165;1;Java
daniegarcia254;Zaragoza, Spain;2;165;1;CSS
brguez;Barcelona;0;164;0;
jeslopalo;Madrid (Spain);1;164;0;Shell
ecoal95;Salamanca, Spain;16;164;17;JavaScript
Noltari;Getafe, Madrid, Spain;15;164;13;C
laurieKell;Madrid;1;164;2;R
ruduran;Zaragoza, Spain;5;164;0;Shell
undeadpixel;Barcelona;5;164;2;Ruby
pau-minoves;Barcelona;15;163;2;Java
enpi;Granada;3;163;0;CSS
palas;Lugo, Spain;3;163;1;Java
iknite;Madrid, Spain;8;163;11;Shell
jordido;España;11;163;0;Ruby
philn;Barcelona;15;162;25;Python
borjaburgos;New York, NY & Madrid, Spain;16;162;3;Shell
ervitis;Madrid;2;162;2;Java
XavierGaro;Spain;0;162;0;Groovy
pablovargan;Elda, Alicante, Spain;8;161;2;C#
xdurana;Barcelona;0;161;0;JavaScript
jgoizueta;Tudela (Navarra) - SPAIN;3;161;67;Ruby
daormar;Valencia (Spain);0;161;4;SourcePawn
MiguelAngelLV;Almería;4;161;7;Java
mmasriera;Barcelona, Spain;9;161;1;JavaScript
kmruiz;Barcelona;6;161;3;JavaScript
gimenete;Zaragoza, Spain;151;160;51;JavaScript
PedroMorgado;Madrid;9;160;0;
edipotrebol;Seville, Spain;37;160;2;JavaScript
fillito;Madrid , Spain;41;160;73;Objective-C
vicnala;Valencia;10;160;5;CSS
jdavid;Spain;11;159;3;Python
tiendan;Barcelona;0;159;5;JavaScript
psaavedra;A Coruna, Spain;4;159;12;Python
karliky;Bilbao;47;159;36;JavaScript
janiversen;malaga, spain;0;159;0;Arduino and C
alvarobrito;Madrid;4;159;0;
albertbellonch;Barcelona;32;159;133;Ruby
olumby;Spain;2;158;4;CSS
capynet;Spain - Granada;8;158;11;JavaScript
dongrego89;Córdoba;7;158;0;C
lingo;Granada, Spain.  Previously in Brighton, UK, Bilbao, Euskadi / España, Chiapas, México and New Zealand;16;158;72;JavaScript
exacs;Madrid;0;158;1;CSS
Pablo-Casia;Asturias;3;158;0;JavaScript
carlosfdez91;Utrera, Sevilla;17;158;0;Python
weapp;Barcelona, Spain;20;158;4;Ruby
felixcarmona;Barcelona (Spain);18;158;12;Python
rgo;La Rioja - Spain;53;157;87;Ruby
mikesimons;Barcelona, Spain;4;157;26;Ruby
moshpitsurfer;Madrid, Cantoblanco;1;157;0;VimL
muntisa;A Coruña, Spain;5;157;1;Python and R
groteck;spain;14;157;28;Ruby
jdevesa;Barcelona;17;157;43;Shell
DiegoArranzGarcia;Spain;3;156;3;Java
boom1992;Barcelona;4;156;2;Ruby
garciademarina;Barcelona, Spain;14;156;4;PHP
cesards;Barcelona;131;156;1230;Java
amardomingo;Madrid;6;156;5;Python
petrklus;Barcelona, Spain;4;155;4;Python
davidt22;Valencia;2;155;0;PHP
beagleknight;spain;29;155;57;JavaScript
avances123;Madrid;7;155;26;Python
jamaga;barcelona;9;155;0;Ruby
serialsito;Sevilla;19;155;21;Ruby
Tibicenas;España;9;155;1;JavaScript
savayg;Barcelona;2;155;0;Ruby
dmitry;Tenerife, Canary Islands, Spain;35;155;117;Ruby
roberdcr;León;1;155;0;Java
alejoar;Madrid, Spain;2;155;0;
marcosgabarda;Valencia;13;154;13;C++
iht;Madrid, Spain;8;154;4;Python
soloproyectos;Spain;2;154;38;PHP
p2kmgcl;España;4;154;3;CSS
JaviChaques;España;3;154;1;Java
placiano;Barcelona;1;154;0;Shell
davidor;Barcelona, Spain;5;154;23;JavaScript
di36ofp;Barcelona;7;153;3;JavaScript
odarriba;Spain;9;153;5;Java
stevejpurves;Santa Cruz de Tenerife, Spain;10;153;1;JavaScript
danielcorroto;Madrid, Spain;0;152;0;Java
huguet10;Spain;1;152;0;Java
migueladan;Tenerife, Spain;15;152;6;CSS
sergiogvz;Granada, Spain;3;152;0;Python
dariosalvi78;Madrid, Spain;6;152;3;Arduino
miguelfito;Madrid, Spain;1;152;2;CSS
salveta;Valencia - Spain;4;151;0;Java
alvaromm;Granada, Spain;4;151;0;CSS
danielfdzperez;Madrid;17;151;1;C++
wschoenell;Spain;6;151;2;Python
esebastian;Spain;1;151;0;JavaScript
angelcarballo;Madrid, Spain;1;151;4;Ruby
son-link;Madrid, España (Spain);14;151;33;Python
R3v1L;Spain, Canary Islands;2;151;0;Python
jtorresfabra;Valencia;1;150;1;C
guille209;Madrid;0;150;0;Java
DigitalLeaves;Madrid, Spain;9;150;115;Objective-C
mafraba;Sevilla, Spain;0;150;1;Ruby
pablolazaro;Madrid;2;150;0;JavaScript
etrepat;Lleida, Spain;14;150;611;Ruby
ecarrillo88;Valencia (Spain);0;150;0;Ruby
pixelia-es;San Agustín del Guadalix, Madrid, Spain;1;149;2;CSS
desarrolla2;Madrid, Spain;34;149;155;PHP
sayden;España;0;149;2;Shell
Zokormazo;Spain;4;149;3;Shell
mvidalgarcia;Oviedo, Asturias, Spain;2;149;0;JavaScript
diego9393;España;2;148;0;CSS
JorgeCastilloPrz;Spain;74;148;862;Java
danigb;seville, spain;10;148;80;Ruby
fmvilas;Barcelona, Spain;7;148;28;JavaScript
BrunoVilela;Goiânia, Brazil / Alcalá de Henares, Spain;9;148;4;R
edgarzamora;Tarragona;2;147;0;
MiguelAguilera;Zaragoza, Spain;1;147;2;JavaScript
rveciana;Barcelona;15;147;26;Python
rcmorano;Seville;27;147;62;Shell
miguelsaddress;Madrid;2;147;0;Swift
egiralt;Barcelona;0;146;0;JavaScript
danieltardon;Madrid (Spain);8;146;0;Shell
danynab;Asturias, Spain;5;146;1;Java
dashaus;Spain;0;146;0;Go
pinano;UK & Spain;4;146;15;PHP
carlosabalde;A Coruña, Spain;3;146;26;Shell
dokkillo;Madrid;2;146;5;C#
viric;Girona;12;146;9;C
twinone;Barcelona, Spain;20;146;39;Java
mezod;Barcelona, Catalonia;7;146;7;CSS
albert-gonzalez;Barcelona;4;145;7;JavaScript
martibosch;Barcelona;1;145;0;Shell
danielmacho72;Barcelona, ES;0;145;0;Ruby
moshpirit;Spain;1;145;0;Java
